"id","timestamp","horario_de_pico","cpu_percent","memory_percent","memory_available","processos_ativos","disk_percent","disk_avl"
"05217533e3bec23673ef0c601123b98d948933efe771871fd3dda5c7cf24ba91","2025-10-02 22:32:15.957770","False",100,82.5,"2.8G",230,47.1,"492.9G"
"05217533e3bec23673ef0c601123b98d948933efe771871fd3dda5c7cf24ba91","2025-10-02 22:32:26.103774","False",83.3,82.9,"2.7G",228,47.1,"492.9G"
"05217533e3bec23673ef0c601123b98d948933efe771871fd3dda5c7cf24ba91","2025-10-02 22:32:36.454802","False",100,83.2,"2.7G",227,47.1,"492.9G"
"05217533e3bec23673ef0c601123b98d948933efe771871fd3dda5c7cf24ba91","2025-10-02 22:32:46.631955","False",88.9,83.7,"2.6G",227,47.1,"492.9G"
"05217533e3bec23673ef0c601123b98d948933efe771871fd3dda5c7cf24ba91","2025-10-02 22:32:56.757048","False",83.3,83.9,"2.6G",227,47.1,"492.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:04:06.076465","False",0.8,66,"5.4G",634,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:04:16.327566","False",1.7,65.6,"5.5G",631,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:04:26.443866","False",7.3,65.6,"5.5G",631,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:04:36.560549","False",1.7,64.6,"5.7G",629,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:04:46.675460","False",1.7,64.4,"5.7G",628,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:04:56.794650","False",3.3,64.4,"5.7G",628,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:05:06.911283","False",6.8,64.8,"5.6G",628,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:05:17.027968","False",1.7,64.3,"5.7G",627,3.3,"346.9G"
"07f9e2139e5ff418e05d96e1bb4ca90891a126298577ee3132ede89922e95972","2025-09-30 14:05:27.147516","False",3.1,64.3,"5.7G",627,3.3,"346.9G"
